otu,SRR8314055_report_16,SRR8314055_report_8,SRR8314063_report_16,SRR8314063_report_8,SRR8314065_report_16,SRR8314065_report_8,SRR8314069_report_16,SRR8314069_report_8,SRR8314071_report_16,SRR8314071_report_8,SRR8314102_report_16,SRR8314102_report_8,SRR8314104_report_16,SRR8314104_report_8,SRR8314120_report_16,SRR8314120_report_8,SRR8314122_report_16,SRR8314122_report_8,SRR8314126_report_16,SRR8314126_report_8,SRR8314128_report_16,SRR8314128_report_8,SRR8314134_report_16,SRR8314134_report_8,SRR8314146_report_16,SRR8314146_report_8,SRR8314152_report_16,SRR8314152_report_8,SRR8314154_report_16,SRR8314154_report_8,SRR8314210_report_16,SRR8314210_report_8,SRR8314211_report_16,SRR8314211_report_8,SRR8314215_report_16,SRR8314215_report_8,SRR8314217_report_16,SRR8314217_report_8,SRR8314222_report_16,SRR8314222_report_8,SRR8314225_report_16,SRR8314225_report_8,SRR8314227_report_16,SRR8314227_report_8,SRR8314229_report_16,SRR8314229_report_8,SRR8314230_report_16,SRR8314230_report_8,SRR8314231_report_16,SRR8314231_report_8,SRR8314233_report_16,SRR8314233_report_8,SRR8314234_report_16,SRR8314234_report_8,SRR8314274_report_16,SRR8314274_report_8,SRR8314276_report_16,SRR8314276_report_8,SRR8314282_report_16,SRR8314282_report_8,SRR8314286_report_16,SRR8314286_report_8,SRR8314290_report_16,SRR8314290_report_8,SRR8314300_report_16,SRR8314300_report_8,SRR8314302_report_16,SRR8314302_report_8,SRR8314306_report_16,SRR8314306_report_8,SRR8314308_report_16,SRR8314308_report_8,SRR8314312_report_16,SRR8314312_report_8,SRR8314314_report_16,SRR8314314_report_8,SRR8314316_report_16,SRR8314316_report_8,SRR8314347_report_16,SRR8314347_report_8,SRR8314353_report_16,SRR8314353_report_8,SRR8314357_report_16,SRR8314357_report_8,SRR8314359_report_16,SRR8314359_report_8,SRR8314373_report_16,SRR8314373_report_8,SRR8314375_report_16,SRR8314375_report_8,SRR8314377_report_16,SRR8314377_report_8,SRR8314379_report_16,SRR8314379_report_8,SRR8314391_report_16,SRR8314391_report_8,SRR8314393_report_16,SRR8314393_report_8,SRR8314395_report_16,SRR8314395_report_8,SRR8314397_report_16,SRR8314397_report_8,SRR8314475_report_16,SRR8314475_report_8,SRR8314477_report_16,SRR8314477_report_8,SRR8314487_report_16,SRR8314487_report_8,SRR8314491_report_16,SRR8314491_report_8,SRR8314495_report_16,SRR8314495_report_8,SRR8314534_report_16,SRR8314534_report_8,SRR8314540_report_16,SRR8314540_report_8,SRR8314544_report_16,SRR8314544_report_8,SRR8314550_report_16,SRR8314550_report_8,SRR8314554_report_16,SRR8314554_report_8,SRR8314562_report_16,SRR8314562_report_8,SRR8314566_report_16,SRR8314566_report_8,SRR8314570_report_16,SRR8314570_report_8,SRR8314592_report_16,SRR8314592_report_8,SRR8314594_report_16,SRR8314594_report_8,SRR8314600_report_16,SRR8314600_report_8,SRR8314606_report_16,SRR8314606_report_8,SRR8314608_report_16,SRR8314608_report_8,SRR8314610_report_16,SRR8314610_report_8,SRR8314612_report_16,SRR8314612_report_8,SRR8314616_report_16,SRR8314616_report_8,SRR8314620_report_16,SRR8314620_report_8,SRR8314622_report_16,SRR8314622_report_8,SRR8314628_report_16,SRR8314628_report_8,SRR8314630_report_16,SRR8314630_report_8,SRR8314632_report_16,SRR8314632_report_8,SRR8314635_report_16,SRR8314635_report_8,SRR8314644_report_16,SRR8314644_report_8,SRR8314650_report_16,SRR8314650_report_8,SRR8314703_report_16,SRR8314703_report_8,SRR8314705_report_16,SRR8314705_report_8,SRR8314709_report_16,SRR8314709_report_8,SRR8314717_report_16,SRR8314717_report_8,SRR8314719_report_16,SRR8314719_report_8,SRR8314721_report_16,SRR8314721_report_8,SRR8314723_report_16,SRR8314723_report_8,SRR8314725_report_16,SRR8314725_report_8,SRR8314733_report_16,SRR8314733_report_8,SRR8314736_report_16,SRR8314736_report_8,SRR8314738_report_16,SRR8314738_report_8,SRR8314746_report_16,SRR8314746_report_8,SRR8314748_report_16,SRR8314748_report_8,SRR8314756_report_16,SRR8314756_report_8,SRR8314758_report_16,SRR8314758_report_8,SRR8314762_report_16,SRR8314762_report_8,SRR8314764_report_16,SRR8314764_report_8,SRR8314766_report_16,SRR8314766_report_8,SRR8314769_report_16,SRR8314769_report_8,SRR8314773_report_16,SRR8314773_report_8,SRR8314775_report_16,SRR8314775_report_8,SRR8314808_report_16,SRR8314808_report_8,SRR8314814_report_16,SRR8314814_report_8,SRR8314815_report_16,SRR8314815_report_8,SRR8314817_report_16,SRR8314817_report_8,SRR8314819_report_16,SRR8314819_report_8
Intestinibacillus,1,1,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,2,2,0,0,0,0,0,0,0,0,5,5,3,2,0,0,7,4,0,0,5,4,3,3,0,0,1,1,0,0,2,2,21,17,1,1,0,0,0,0,2,2,0,0,9,7,4,4,1,1,2,1,14,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,7,0,0,1,1,1,1,0,0,0,0,0,0,2,1,9,9,1,1,0,0,9,8,0,0,1,1,0,0,1,1,6,0,0,0,4,4,6,6,7,3,14,13,5,4,6,4,0,0,1,1,0,0,6,3,0,0,0,0,0,0
Eubacterium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,9,6,0,0,7,0,6,3,4,1,4,0,8,6,0,0,21,19,18,13,0,0,1,1,0,0,2,2,7,7,2,1,2,2,17,15,3,0,2,0,10,3,33,24,9,8,2,1,9,4,6,6,1,1,0,0,0,0,7,2,0,0,0,0,0,0,3,2,5,2,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,4,0,2,0,3,0,1,1,1,0,1,1,0,0,1,1,12,5,3,0,0,0,39,25,0,0,3,1,0,0,2,1,1,0,0,0,11,1,5,5,11,7,21,10,1,1,4,1,0,0,1,1,0,0,3,2,0,0,1,0,0,0
Filifactor,3,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,7,5,8,0,1,0,4,4,2,0,2,0,2,0,0,0,0,0,6,0,3,0,3,0,10,13,0,0,3,0,2,0,3,0,1,0,6,1,1,0,1,0,0,0,4,1,2,0,1,0,1,0,3,0,2,0,3,0,3,0,3,1,2,0,2,2,2,0,2,0,0,0,2,0,1,0,3,0,2,0,1,0,0,0,4,3,2,0,0,0,3,0,1,1,3,0,5,1,2,0,1,0,3,0,0,0,1,0,3,0,2,0,4,0,1,1,3,0,1,0,2,0,1,0,2,0,1,2,7,6,14,9,7,6,9,4,2,0,25,32,14,25,6,7,3,0,5,3,3,1,6,2,2,0
Bacillus,134,69,139,75,187,110,147,86,119,72,189,102,276,151,206,114,213,105,167,85,195,109,243,133,2,0,3,1,1,1,182,54,1,1,0,0,0,0,4,3,3,2,117,68,64,33,103,61,156,89,183,101,71,44,485,299,196,106,113,58,269,160,96,62,185,94,187,106,152,88,117,72,139,73,248,140,288,172,319,171,223,113,269,164,278,136,294,172,260,149,119,68,294,161,319,188,270,174,252,129,135,77,390,200,287,162,104,59,300,157,210,119,239,135,244,132,301,165,143,82,150,97,241,143,238,123,172,99,230,129,172,80,151,75,234,143,148,74,205,102,210,111,206,112,199,112,154,91,157,97,6005,1406,174,101,180,106,204,104,163,94,175,101,136,74,121,76,130,80,192,100,154,92,181,106,130,70,191,109,231,123,153,88,186,119,161,89,211,123,311,158,210,128,293,167,179,101,304,166,205,121,221,116,370,172,205,119,149,90,201,112,167,82
Neobacillus,2,1,0,0,3,1,0,0,0,0,3,1,0,0,6,5,5,2,2,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2,1,1,1,1,6,3,1,1,1,1,5,0,1,1,3,1,0,0,0,0,0,1,2,0,2,1,8,5,1,1,2,0,3,0,1,0,1,1,2,1,0,0,2,2,2,1,4,1,4,3,2,2,2,1,1,0,0,0,4,1,2,0,4,1,1,0,5,3,0,0,1,1,0,0,4,2,4,0,1,1,3,2,2,2,3,1,1,0,5,0,1,1,2,2,4,0,5,1,0,0,2,2,2,2,0,0,4,3,2,2,2,1,1,1,0,0,3,2,1,0,0,0,4,2,2,0,1,1,2,1,1,1,3,1,1,1,7,1,5,1,2,1,6,3,1,0,4,3,0,0,6,5,1,1,3,1,1,1,2,1,4,2
Geobacillus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salicibibacter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,0,0,0,0,0,9,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Fictibacillus,1,0,0,0,3,0,0,0,2,0,1,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,1,0,3,0,5,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,7,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,2,0,1,0,2,0,2,0,1,0,2,0,2,1,1,0,0,0,4,0,1,0,1,0,0,0,1,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,2,0,4,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,3,0,4,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2,0,1,0,0,0
Staphylococcus,6,2,9,5,5,2,7,4,2,0,527,384,35,29,20,13,24,21,301,297,35,28,27,22,10,4,9,4,4,1,2,0,4,3,5,2,12,8,9,349,6,5,50,47,3,1,25,19,2,2,8,0,1,1,77,61,60,56,17,133,99,68,20,15,4,2,9,7,55,42,3,2,15,14,362,290,35,31,23,23,60,46,169,155,62,46,46,36,26,20,122,124,82,72,72,45,56,46,433,347,32,16,151,136,101,85,11,4,872,885,31,22,28,15,311,296,47,34,2,2,6,4,26,19,21,15,25,19,29,254,11,7,6,6,19,15,5,3,56,50,150,133,9,14,10,7,2,1,56,52,12,4,5,0,19,14,78,55,18,16,17,15,10,4,2,2,9,4,9,7,2,2,12,10,5,4,10,3,74,55,13,7,8,6,2,1,42,35,19,16,11,9,25,12,87,71,3341,2454,11,68,363,320,44,32,3,1,139,137,39,28,75,72
Salinicoccus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus,5,2,1,0,10,9,3,3,3,3,6,4,26,22,2,2,5,5,0,0,4,2,8,8,0,0,2,0,0,0,2,0,0,0,0,0,2,2,4,0,1,0,0,0,2,0,2,1,2,2,8,5,3,3,11,9,7,14,7,6,9,6,1,1,7,8,12,13,5,5,2,2,5,5,4,4,4,3,10,7,5,4,22,19,9,9,6,5,9,9,5,5,7,5,24,19,11,9,14,9,0,1,14,14,14,12,4,3,5,3,7,5,10,6,9,5,6,4,2,1,1,1,4,4,11,10,3,3,6,6,7,5,3,0,5,5,5,3,1,0,1,1,3,3,4,0,3,3,13,13,36,37,3,1,3,3,2,2,3,3,7,4,5,4,9,8,5,4,5,5,5,3,7,4,5,3,8,5,6,4,11,10,9,11,4,2,15,13,6,5,8,10,22,15,4,3,20,10,13,8,4,3,4,3,11,11,7,7,7,6,4,3
Gemella,4,2,2,1,10,5,0,0,1,0,8,5,2,2,1,1,1,1,1,1,4,4,6,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,1,4,3,7,4,4,1,2,1,13,9,6,2,5,3,6,4,1,0,4,3,1,1,7,5,5,1,1,0,2,2,8,6,6,5,7,4,5,2,0,0,2,1,1,0,3,3,3,2,10,5,8,7,8,5,3,0,3,2,17,10,1,1,8,4,3,2,7,5,8,6,9,2,1,0,3,2,2,1,3,2,5,4,3,2,3,3,2,2,2,0,2,1,5,4,3,3,8,8,6,4,1,1,6,4,6,5,6,5,5,5,7,5,8,6,5,2,7,5,2,0,4,2,2,2,5,3,5,4,2,2,3,2,3,3,2,2,8,8,3,3,9,8,11,11,7,2,4,3,3,2,4,3,0,0,3,2,3,3,12,7,3,2,3,1,4,4
Streptococcus,33,27,35,27,35,30,27,23,23,19,73,66,57,48,37,35,33,30,32,30,42,38,58,48,3,1,6,5,7,7,4,4,7,4,3,2,17,14,6,6,21,12,11,9,19,15,53,46,33,30,21,18,12,11,130,120,300,234,32,24,72,63,31,27,32,28,62,38,162,130,26,21,17,12,66,56,137,108,51,42,179,140,57,47,47,39,63,54,35,33,25,23,49,38,84,71,90,83,140,108,41,35,110,64,195,159,39,35,51,44,44,40,51,40,42,37,71,59,14,10,21,17,37,33,330,288,69,61,57,47,34,30,92,80,36,35,29,24,24,18,72,63,50,33,47,44,34,30,36,11,78,24,44,37,30,28,61,51,23,21,30,27,23,18,35,29,33,27,37,27,35,29,60,51,15,14,28,20,26,23,23,21,30,21,25,24,22,20,55,43,41,33,53,39,121,90,60,52,44,38,99,79,353,277,45,34,36,30,27,25,24,21
Dolosigranulum,7,6,8,7,2,1,3,3,2,2,0,0,1,1,1,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,3,8,7,2,2,8,8,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,0,3,3,0,0,0,0,2,2,4,4,1,1,0,0,0,0,1,1,1,1,1,1,2,2,4,4,0,0,0,0,4,1,0,0,0,0,3,3,2,2,0,0,1,1,1,0,5,4,0,0,5,5,3,3,2,2,9,6,8,3,4,3,1,1,7,5,5,3,3,0,11,11,1,1,0,0,2,1,2,2,6,5,6,3,1,1,10,6,0,0,3,3,3,3,3,2,3,3,1,1,1,1,3,2,3,1,1,0,2,1,2,1,1,0,1,1,3,1,5,5,1,1,0,0,2,2
Granulicatella,6,5,1,0,3,2,3,3,2,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7,3,7,4,3,3,3,3,9,3,65,40,0,0,3,0,0,0,1,0,0,0,2,1,0,0,1,1,2,2,3,1,2,1,2,2,0,0,1,1,4,2,1,0,1,1,1,1,2,1,5,5,2,2,0,0,0,0,3,2,0,0,1,1,0,0,2,0,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,1,7,5,0,0,3,2,5,4,5,4,5,3,5,3,1,0,3,2,4,2,4,2,5,5,7,3,3,0,8,7,1,1,2,2,2,2,3,1,3,1,4,4,3,1,1,1,1,1,0,0,1,1,2,0,0,0,8,1,3,3,3,3,2,2,0,0,0,0,3,3,4,3,2,2,2,1,3,2,3,1
Lactiplantibacillus,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lactobacillus,1,1,6,2,5,4,1,0,1,1,4,1,1,0,2,1,6,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,1,48,29,7,5,1,0,2,1,2,5,2,2,2,1,5,4,1,1,0,0,0,0,58,47,5,4,1,1,2,2,15,9,7,7,30,25,4,2,3,3,6,5,2,0,2,2,1,0,10,7,24,20,20,15,11,13,4,1,9,7,2,2,4,4,1,1,11,9,0,0,5,4,2,2,0,0,1,0,5,4,2,1,1,0,1,1,3,4,1,1,0,0,0,0,8,8,2,1,11,5,1,1,2,2,1,0,4,3,1,0,4,4,2,2,8,4,4,2,7,4,2,0,5,3,1,1,1,0,0,0,0,0,4,3,2,0,0,0,0,0,3,2,1,1,7,4,9,3,23,22,0,1,0,0,9,7,12,6,2,1,2,2,0,0,0,0
Ligilactobacillus,1,1,1,1,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,1,1,1,1,0,0,4,2,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Anaerococcus,8,7,9,7,9,9,5,3,2,2,14,12,4,3,2,0,5,2,10,6,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,3,8,7,9,2,5,0,5,4,18,17,2,1,2,2,3,0,5,1,1,1,4,3,6,5,2,0,5,3,3,3,4,4,4,3,2,1,7,6,12,8,5,3,5,1,4,2,4,3,8,7,2,2,37,28,6,5,3,3,10,8,2,2,8,4,5,2,3,2,2,1,7,7,2,1,2,2,8,4,3,2,3,3,3,3,0,0,4,2,2,2,13,7,10,10,12,7,14,8,15,13,10,8,5,4,6,6,10,5,18,11,19,5,14,10,10,8,7,5,7,6,4,2,14,9,8,6,8,8,8,6,3,3,5,4,1,1,16,14,8,6,2,1,24,21,12,11,3,2,7,6,5,4,1,0,8,7,5,4,6,4,8,7,4,4,8,2
Peptoniphilus,1,1,4,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,1,0,0,1,0,0,0,1,1,3,1,4,4,0,0,1,1,2,2,0,0,2,1,1,0,0,0,3,3,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,5,4,2,0,19,12,0,0,0,0,0,0,2,2,3,3,7,3,0,0,1,0,4,4,2,2,1,1,1,1,5,5,3,2,2,2,1,0,3,3,4,2,0,0,1,1,4,3,1,1,2,0,1,1,3,3,113,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella,2,0,1,1,0,0,1,1,1,1,91,79,6,5,11,7,5,4,4,4,7,10,9,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,4,1,2,0,0,4,4,3,3,4,2,2,2,38,34,83,69,1,1,5,8,0,1,4,2,20,15,115,92,4,6,0,0,11,9,60,49,6,4,82,67,7,7,5,5,11,9,28,25,7,6,17,11,11,11,28,23,43,36,2,1,9,9,10,8,73,58,13,10,21,13,21,15,3,2,12,9,1,1,2,2,0,0,3,3,10,10,3,3,5,5,0,0,4,3,6,6,1,1,5,2,4,7,10,10,1,0,10,11,4,2,1,0,6,4,0,0,2,2,3,3,3,3,2,2,2,2,9,7,2,2,15,16,5,3,6,5,7,3,5,4,1,1,2,0,11,10,11,11,3,3,7,6,63,51,15,16,14,10,46,38,86,79,1,2,28,28,10,8,1,1
Dialister,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,2,2,0,0,10,9,0,0,1,0,1,1,2,2,0,0,1,0,0,0,1,1,4,1,0,0,0,0,2,0,1,1,1,0,6,5,1,2,2,1,0,0,5,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,11,62,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenomonas,1,1,2,1,0,0,0,0,1,1,4,4,4,6,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,14,10,0,0,9,9,1,1,0,3,0,1,0,0,0,0,6,8,0,0,3,3,3,2,1,1,3,2,0,0,1,1,2,1,2,2,0,1,0,0,5,5,3,3,4,5,1,1,5,8,3,5,1,1,5,4,6,5,3,1,1,1,0,0,0,0,0,1,3,2,0,0,1,0,3,1,0,0,2,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,9,10,2,2,1,1,3,4,0,0,0,0,1,1,1,1,0,0,1,1,0,0,3,5,0,0,2,3,2,2,2,2,1,0,0,0,5,6,0,0,4,4,4,4,5,5,7,8,5,2,2,1,2,2,3,5,3,3,0,0,0,0
Phascolarctobacterium,1,0,2,2,10,9,0,0,5,3,6,5,6,2,3,0,2,0,1,0,0,0,4,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,15,14,1,0,0,0,0,0,1,0,2,1,3,3,1,0,1,0,1,0,4,0,1,1,3,1,1,0,1,0,1,0,0,0,4,0,1,0,3,0,24,19,0,0,3,0,0,0,4,0,0,0,1,0,31,26,5,0,4,1,6,4,54,45,20,18,1,0,1,0,1,0,12,11,1,0,2,0,5,4,2,2,1,0,46,34,65,46,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,7,6,1,0,13,11,30,25,0,0,1,0,0,0,6,5,2,0,0,0,1,0,0,0,6,3,2,1,1,0,0,0,2,2,8,2,16,10,3,0,1,0,1,0,1,0,0,0,0,0,10,8,2,3,3,0,0,0,2,2,6,4,2,0,2,0,1,0
Thomasclavelia,1,1,0,0,0,0,2,2,18,10,0,0,2,1,0,0,4,3,0,0,0,0,0,0,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,188,139,0,0,6,3,8,5,2,0,0,0,5,1,6,4,59,34,4,2,0,0,0,0,11,10,1,0,101,65,1,1,0,0,11,7,0,0,0,0,1,1,8,8,0,0,5,4,2,1,0,0,23,16,19,14,51,35,48,34,0,0,0,0,0,0,6,5,0,0,12,11,10,4,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,96,69,499,334,6,4,6,5,1,1,0,0,0,0,0,0,0,0,7,4,1,0,0,0,26,11,0,0,0,0,1,0,0,0,0,0,0,0,93,60,14,12,3,3,11,8,26,16,4,3,69,47,83,51,1,0,14,12,0,0,0,0,0,0
Cutibacterium,88,71,82,67,92,78,98,80,129,96,251,203,230,194,145,111,152,132,115,91,229,189,173,136,5,4,11,7,11,11,12,9,10,8,6,4,11,7,13,9,20,16,39,29,84,70,170,144,107,85,76,54,47,36,545,462,179,156,119,91,233,194,188,166,253,212,187,163,200,164,142,122,107,96,275,224,289,236,297,245,367,297,213,171,317,261,323,270,172,143,176,145,212,172,399,324,283,245,401,334,352,298,353,281,1012,851,122,110,318,265,306,257,354,279,262,215,341,287,165,138,162,134,294,249,241,194,189,148,232,190,187,162,131,101,233,203,61,51,66,56,609,531,96,75,204,165,72,54,90,78,80,68,53,48,313,258,159,129,72,47,140,107,148,128,79,56,70,47,110,90,74,58,100,85,55,47,91,71,153,131,159,137,70,53,53,36,146,115,97,87,75,54,284,237,347,296,197,156,69,60,188,141,279,236,75,57,48,42,136,115,56,47
Corynebacterium,47,23,37,21,47,25,23,18,101,67,325,185,26,20,19,13,21,12,24,16,59,31,37,24,1,1,0,0,1,1,1,0,1,1,0,0,2,0,16,9,11,10,15,7,21,14,43,33,32,19,30,16,19,16,56,42,174,111,19,11,89,54,34,28,44,23,48,30,82,46,18,12,31,25,34,20,62,52,47,28,85,51,29,20,38,27,62,49,31,18,50,39,43,28,61,43,47,39,182,118,67,39,38,32,95,61,24,18,22,14,26,14,36,23,33,23,31,13,41,29,33,23,39,32,58,34,42,28,48,23,34,23,66,37,61,41,39,28,35,24,169,124,45,23,89,51,31,18,36,26,50,36,20,10,108,72,90,55,32,23,41,22,47,28,33,19,34,22,31,20,39,21,59,30,21,11,20,11,80,64,19,11,14,8,23,18,26,19,44,23,27,18,54,45,115,76,99,63,20,14,76,56,98,56,15,13,20,10,30,20,8,5
